Norm I/I0,time Corrected (ps)
2.53162E-12,-2701.075
1.10743E-12,-2696.075
2.02178E-12,-2691.075
5.70082E-14,-2686.075
1.23467E-12,-2681.075
1.22046E-14,-2676.075
4.43553E-14,-2671.075
3.03509E-14,-2666.075
1.42696E-12,-2661.075
3.69349E-14,-2656.075
3.05114E-15,-2651.075
7.38698E-15,-2646.075
1.72017E-12,-2641.075
4.67307E-14,-2636.075
1.92704E-15,-2631.075
1.18834E-14,-2626.075
3.01903E-14,-2621.075
2.00364E-14,-2616.075
9.17781E-14,-2611.075
3.01903E-14,-2606.075
5.29936E-15,-2601.075
1.64562E-12,-2596.075
4.99424E-14,-2591.075
1.81319E-12,-2586.075
5.52418E-14,-2581.075
2.20586E-12,-2576.075
1.40312E-12,-2571.075
4.49642E-15,-2566.075
1.18834E-14,-2561.075
2.55751E-12,-2556.075
3.21859E-14,-2551.075
1.97521E-14,-2546.075
2.02579E-12,-2541.075
3.79142E-14,-2536.075
3.11538E-14,-2531.075
4.99424E-14,-2526.075
8.65568E-13,-2521.075
1.97521E-14,-2516.075
2.56938E-15,-2511.075
1.25609E-12,-2506.075
2.10368E-14,-2501.075
3.32414E-14,-2496.075
2.89056E-14,-2491.075
6.73463E-13,-2486.075
9.31402E-15,-2481.075
2.35949E-12,-2476.075
1.73433E-14,-2471.075
2.62504E-13,-2466.075
1.98072E-12,-2461.075
8.99507E-13,-2456.075
6.16652E-14,-2451.075
5.78112E-14,-2446.075
3.46867E-14,-2441.075
8.62731E-13,-2436.075
1.9635E-12,-2431.075
3.51685E-14,-2426.075
9.63519E-15,-2421.075
1.13607E-12,-2416.075
1.71742E-12,-2411.075
3.95043E-14,-2406.075
1.24884E-12,-2401.075
2.3285E-14,-2396.075
5.6687E-14,-2391.075
1.83069E-14,-2386.075
7.86874E-15,-2381.075
1.53966E-12,-2376.075
2.50515E-14,-2371.075
9.63519E-15,-2366.075
8.51109E-15,-2361.075
2.34456E-14,-2356.075
1.30075E-14,-2351.075
2.05551E-14,-2346.075
2.56938E-15,-2341.075
1.57375E-14,-2336.075
7.06522E-15,-2331.075
2.64968E-14,-2326.075
1.35029E-12,-2321.075
5.41177E-14,-2316.075
1.73433E-14,-2311.075
2.08763E-14,-2306.075
2.98691E-14,-2301.075
1.63798E-14,-2296.075
8.08407E-14,-2291.075
5.44388E-14,-2286.075
1.25534E-13,-2281.075
3.74167E-14,-2276.075
1.79857E-14,-2271.075
1.78251E-14,-2266.075
4.33584E-15,-2261.075
2.06423E-13,-2256.075
1.89492E-14,-2251.075
1.09199E-14,-2246.075
3.38838E-14,-2241.075
9.98903E-13,-2236.075
8.1321E-13,-2231.075
2.23194E-12,-2226.075
2.83002E-14,-2221.075
2.24821E-14,-2216.075
6.26288E-15,-2211.075
2.85844E-14,-2206.075
2.72997E-15,-2201.075
3.37232E-14,-2196.075
3.13985E-13,-2191.075
3.85408E-15,-2186.075
2.89056E-14,-2181.075
1.72966E-12,-2176.075
2.85528E-13,-2171.075
5.02636E-14,-2166.075
2.74603E-14,-2161.075
2.81026E-14,-2156.075
4.11102E-14,-2151.075
1.14531E-12,-2146.075
9.44247E-13,-2141.075
8.37413E-13,-2136.075
7.21034E-14,-2131.075
6.03805E-14,-2126.075
9.51115E-13,-2121.075
2.21609E-14,-2116.075
6.05411E-14,-2111.075
4.33584E-14,-2106.075
3.16355E-14,-2101.075
2.77815E-14,-2096.075
1.46494E-12,-2091.075
4.97818E-15,-2086.075
5.10665E-14,-2081.075
2.97085E-14,-2076.075
2.6818E-14,-2071.075
2.84238E-14,-2066.075
1.30075E-14,-2061.075
4.4521E-13,-2056.075
2.1358E-14,-2051.075
3.16355E-14,-2046.075
4.33584E-15,-2041.075
4.51248E-14,-2036.075
1.15622E-14,-2031.075
1.92704E-14,-2026.075
2.37977E-12,-2021.075
9.04436E-14,-2016.075
6.26632E-13,-2011.075
7.86874E-15,-2006.075
1.33287E-14,-2001.075
5.78112E-15,-1996.075
8.83226E-15,-1991.075
3.82196E-14,-1986.075
3.27597E-14,-1981.075
2.03945E-14,-1976.075
1.05987E-14,-1971.075
1.41652E-13,-1966.075
1.0117E-14,-1961.075
7.90687E-13,-1956.075
2.89056E-15,-1951.075
3.17961E-14,-1946.075
9.95637E-15,-1941.075
2.56938E-15,-1936.075
3.08326E-14,-1931.075
5.0103E-14,-1926.075
1.54945E-12,-1921.075
2.34694E-12,-1916.075
7.54757E-15,-1911.075
6.19864E-14,-1906.075
8.01339E-14,-1901.075
3.85789E-12,-1896.075
2.5804E-12,-1891.075
4.25135E-13,-1886.075
1.83069E-14,-1881.075
1.57375E-14,-1876.075
7.50279E-13,-1871.075
4.33584E-15,-1866.075
2.58544E-14,-1861.075
6.50522E-13,-1856.075
7.06581E-14,-1851.075
2.50515E-14,-1846.075
2.00733E-14,-1841.075
3.21541E-13,-1836.075
4.2716E-14,-1831.075
1.55769E-14,-1826.075
1.95626E-12,-1821.075
3.91831E-14,-1816.075
4.98907E-13,-1811.075
1.85754E-12,-1806.075
1.23046E-12,-1801.075
2.97252E-13,-1796.075
2.09845E-12,-1791.075
4.11102E-14,-1786.075
4.33584E-15,-1781.075
4.5446E-14,-1776.075
6.05511E-14,-1771.075
8.42053E-13,-1766.075
1.60587E-14,-1761.075
4.72124E-14,-1756.075
5.37965E-14,-1751.075
3.85408E-15,-1746.075
6.98551E-14,-1741.075
4.3519E-14,-1736.075
1.04381E-14,-1731.075
1.76645E-14,-1726.075
3.27597E-14,-1721.075
1.95544E-12,-1716.075
1.41316E-14,-1711.075
2.89062E-14,-1706.075
7.70815E-15,-1701.075
6.26288E-15,-1696.075
7.87784E-13,-1691.075
1.12411E-15,-1686.075
2.23215E-14,-1681.075
4.14313E-14,-1676.075
3.59714E-14,-1671.075
5.2833E-14,-1666.075
3.69349E-15,-1661.075
6.8183E-13,-1656.075
7.03574E-13,-1651.075
4.78548E-14,-1646.075
1.62192E-14,-1641.075
4.8176E-16,-1636.075
1.17187E-12,-1631.075
4.14313E-14,-1626.075
1.9933E-12,-1621.075
4.89789E-14,-1616.075
1.15625E-12,-1611.075
1.38104E-14,-1606.075
2.24821E-14,-1601.075
2.23432E-12,-1596.075
1.81463E-14,-1591.075
4.71598E-13,-1586.075
1.55769E-14,-1581.075
4.17525E-15,-1576.075
1.50951E-14,-1571.075
2.17172E-12,-1566.075
2.08763E-15,-1561.075
1.0117E-14,-1556.075
1.18834E-14,-1551.075
1.91098E-14,-1546.075
2.24821E-15,-1541.075
6.44428E-13,-1536.075
4.86577E-14,-1531.075
1.34224E-12,-1526.075
2.12786E-12,-1521.075
1.70179E-12,-1516.075
3.27597E-14,-1511.075
1.29888E-12,-1506.075
1.31681E-14,-1501.075
2.42486E-14,-1496.075
1.96247E-13,-1491.075
3.03509E-14,-1486.075
1.28469E-15,-1481.075
8.88313E-14,-1476.075
1.28469E-14,-1471.075
1.31681E-14,-1466.075
1.91098E-14,-1461.075
1.49424E-12,-1456.075
1.75747E-12,-1451.075
1.07146E-12,-1446.075
1.53015E-12,-1441.075
2.1358E-14,-1436.075
6.35923E-14,-1431.075
3.19567E-14,-1426.075
2.61756E-14,-1421.075
3.09932E-14,-1416.075
3.30808E-14,-1411.075
8.39922E-13,-1406.075
1.30075E-14,-1401.075
2.84238E-14,-1396.075
2.34456E-14,-1391.075
3.01903E-14,-1386.075
1.60587E-15,-1381.075
1.18834E-14,-1376.075
5.29936E-15,-1371.075
1.79746E-12,-1366.075
3.75773E-14,-1361.075
1.28474E-12,-1356.075
4.11102E-14,-1351.075
2.64968E-14,-1346.075
1.12693E-12,-1341.075
1.57375E-14,-1336.075
3.5329E-15,-1331.075
4.97818E-15,-1326.075
6.58405E-15,-1321.075
2.25786E-12,-1316.075
2.90703E-14,-1311.075
8.3505E-15,-1306.075
1.55769E-14,-1301.075
2.79421E-14,-1296.075
1.9169E-12,-1291.075
5.14457E-14,-1286.075
1.29135E-12,-1281.075
4.19131E-14,-1276.075
5.15483E-14,-1271.075
2.50515E-14,-1266.075
5.66349E-14,-1261.075
3.5329E-15,-1256.075
1.44548E-12,-1251.075
5.29936E-14,-1246.075
1.36499E-14,-1241.075
2.19924E-12,-1236.075
4.88441E-14,-1231.075
4.30372E-14,-1226.075
4.11102E-14,-1221.075
2.55333E-14,-1216.075
2.15186E-14,-1211.075
8.67167E-15,-1206.075
9.24568E-13,-1201.075
9.47461E-15,-1196.075
2.10368E-14,-1191.075
4.8176E-15,-1186.075
1.36499E-14,-1181.075
1.79857E-14,-1176.075
1.4774E-14,-1171.075
1.68876E-12,-1166.075
2.84238E-14,-1161.075
1.27378E-12,-1156.075
4.3519E-14,-1151.075
4.04678E-14,-1146.075
7.60096E-13,-1141.075
5.33147E-14,-1136.075
6.90522E-15,-1131.075
5.62053E-14,-1126.075
2.0023E-12,-1121.075
7.06581E-15,-1116.075
2.3285E-14,-1111.075
3.69633E-13,-1106.075
1.25258E-14,-1101.075
2.28427E-12,-1096.075
9.7749E-13,-1091.075
1.89492E-14,-1086.075
2.00488E-12,-1081.075
5.22938E-12,-1076.075
4.43041E-12,-1071.075
2.13024E-12,-1066.075
6.58112E-12,-1061.075
4.67401E-12,-1056.075
5.10714E-12,-1051.075
4.47412E-12,-1046.075
4.05771E-12,-1041.075
9.49486E-12,-1036.075
6.25488E-12,-1031.075
1.04589E-11,-1026.075
5.81547E-12,-1021.075
1.29809E-11,-1016.075
2.63366E-12,-1011.075
4.97586E-12,-1006.075
1.43949E-11,-1001.075
1.85989E-11,-996.075
2.04335E-11,-991.075
3.43331E-12,-986.075
2.82558E-12,-981.075
8.49612E-12,-976.075
7.9819E-12,-971.075
1.1239E-11,-966.075
7.1556E-12,-961.075
3.85162E-12,-956.075
1.5283E-11,-951.075
5.25154E-12,-946.075
1.06978E-11,-941.075
1.92998E-11,-936.075
3.90767E-11,-931.075
1.27054E-11,-926.075
8.90208E-12,-921.075
2.65451E-11,-916.075
4.36372E-12,-911.075
2.49757E-11,-906.075
7.80769E-12,-901.075
1.79333E-11,-896.075
1.16373E-11,-891.075
2.72204E-11,-886.075
2.96638E-11,-881.075
6.61386E-12,-876.075
3.59841E-11,-871.075
2.67839E-11,-866.075
3.09904E-11,-861.075
1.13818E-11,-856.075
3.95291E-11,-851.075
4.52844E-11,-846.075
1.6606E-11,-841.075
1.40388E-11,-836.075
1.11826E-11,-831.075
3.09471E-11,-826.075
3.82604E-11,-821.075
2.19585E-11,-816.075
3.73185E-12,-811.075
1.59814E-11,-806.075
2.75989E-11,-801.075
1.17777E-11,-796.075
2.67477E-11,-791.075
6.33722E-12,-786.075
2.32875E-11,-781.075
1.82896E-11,-776.075
4.72892E-11,-771.075
1.37801E-11,-766.075
2.07227E-11,-761.075
1.75044E-11,-756.075
2.2279E-11,-751.075
1.53985E-11,-746.075
3.05747E-11,-741.075
3.18814E-11,-736.075
1.84114E-11,-731.075
3.07909E-11,-726.075
2.86536E-11,-721.075
2.61804E-11,-716.075
3.64609E-11,-711.075
2.83107E-11,-706.075
2.31236E-11,-701.075
2.87556E-11,-696.075
2.71601E-11,-691.075
4.2681E-11,-686.075
1.48042E-11,-681.075
3.33013E-11,-676.075
2.05321E-11,-671.075
2.69742E-11,-666.075
4.43022E-12,-661.075
2.50638E-11,-656.075
1.89078E-11,-651.075
1.51002E-11,-646.075
2.72301E-11,-641.075
2.66675E-11,-636.075
2.2459E-11,-631.075
9.93645E-12,-626.075
3.17053E-11,-621.075
1.24197E-11,-616.075
2.87566E-11,-611.075
3.87014E-11,-606.075
2.18203E-11,-601.075
1.12154E-11,-596.075
3.22141E-11,-591.075
2.98267E-11,-586.075
1.61316E-11,-581.075
2.07876E-11,-576.075
2.43415E-11,-571.075
2.88866E-11,-566.075
2.81076E-11,-561.075
5.02598E-11,-556.075
2.41179E-11,-551.075
1.65702E-11,-546.075
2.80672E-11,-541.075
8.71557E-12,-536.075
3.54655E-11,-531.075
2.83856E-11,-526.075
3.98765E-11,-521.075
6.98406E-11,-516.075
5.15301E-11,-511.075
2.61897E-11,-506.075
5.09367E-11,-501.075
8.06187E-11,-499.075
4.11998E-11,-497.075
6.82369E-11,-495.075
2.755E-11,-493.075
1.06669E-11,-491.075
1.10533E-10,-489.075
2.61924E-11,-487.075
2.76618E-11,-485.075
3.89441E-11,-483.075
1.7491E-11,-481.075
1.72016E-11,-479.075
1.91046E-11,-477.075
2.72832E-11,-475.075
2.56208E-11,-473.075
2.82608E-11,-471.075
2.66802E-11,-469.075
3.16902E-11,-467.075
1.86954E-11,-465.075
7.12256E-12,-463.075
4.34927E-11,-461.075
2.39181E-11,-459.075
7.45962E-12,-457.075
2.08793E-11,-455.075
3.46777E-11,-453.075
2.81709E-11,-451.075
9.66919E-12,-449.075
1.57057E-11,-447.075
4.01141E-11,-445.075
1.98022E-11,-443.075
1.70584E-11,-441.075
4.96872E-11,-439.075
6.86659E-11,-437.075
3.88899E-11,-435.075
2.15173E-11,-433.075
1.42529E-11,-431.075
2.65971E-11,-429.075
1.24558E-11,-427.075
3.27462E-11,-425.075
8.21679E-12,-423.075
1.10407E-11,-421.075
7.58486E-12,-419.075
1.95129E-11,-417.075
2.68578E-11,-415.075
5.2781E-12,-413.075
1.55254E-11,-411.075
2.91766E-11,-409.075
2.79316E-11,-407.075
1.935E-11,-405.075
6.95628E-12,-403.075
1.77539E-11,-401.075
4.29438E-11,-399.075
1.4441E-11,-397.075
4.45098E-11,-395.075
7.64113E-12,-393.075
2.67513E-11,-391.075
2.81575E-11,-389.075
5.51694E-12,-387.075
4.39315E-11,-385.075
2.51419E-11,-383.075
1.943E-11,-381.075
3.8698E-11,-379.075
2.09077E-11,-377.075
4.52778E-11,-375.075
3.43684E-11,-373.075
5.48306E-12,-371.075
8.29681E-12,-369.075
1.07774E-11,-367.075
1.16301E-11,-365.075
4.97226E-12,-363.075
3.22704E-11,-361.075
1.49375E-11,-359.075
4.56068E-11,-357.075
1.06277E-11,-355.075
4.82965E-12,-353.075
1.50672E-11,-351.075
1.94092E-11,-349.075
2.39084E-11,-347.075
4.71432E-11,-345.075
1.17675E-11,-343.075
5.36718E-12,-341.075
2.43209E-11,-339.075
4.16401E-11,-337.075
8.40771E-12,-335.075
2.92351E-11,-333.075
4.08464E-12,-331.075
3.09435E-11,-329.075
1.63503E-11,-327.075
4.72941E-12,-325.075
2.98867E-11,-323.075
9.97257E-12,-321.075
8.82584E-12,-319.075
1.64605E-11,-317.075
2.67478E-11,-315.075
1.62332E-11,-313.075
3.18916E-11,-311.075
3.89737E-11,-309.075
8.72595E-11,-307.075
4.92186E-11,-305.075
1.6981E-11,-303.075
1.3538E-11,-301.075
2.65911E-11,-299.075
2.17732E-11,-297.075
1.24055E-11,-295.075
4.2109E-11,-293.075
2.34057E-11,-291.075
8.30653E-12,-289.075
1.43617E-11,-287.075
9.0489E-12,-285.075
1.52592E-11,-283.075
1.98651E-11,-281.075
3.45514E-11,-279.075
1.52792E-11,-277.075
3.98682E-11,-275.075
3.93398E-11,-273.075
7.35475E-12,-271.075
1.94963E-11,-269.075
6.15811E-12,-267.075
2.72994E-11,-265.075
3.62122E-11,-263.075
1.69788E-11,-261.075
2.06163E-11,-259.075
1.38334E-11,-257.075
4.67286E-12,-255.075
8.92582E-12,-253.075
2.11901E-11,-251.075
2.35462E-11,-249.075
3.17929E-11,-247.075
1.12488E-11,-245.075
1.97617E-11,-243.075
2.81683E-11,-241.075
5.96772E-11,-239.075
2.88688E-11,-237.075
1.79011E-11,-235.075
2.34746E-11,-233.075
1.8717E-11,-231.075
3.22145E-11,-229.075
3.60694E-11,-227.075
4.61558E-11,-225.075
4.2957E-11,-223.075
3.14317E-11,-221.075
7.33168E-12,-219.075
1.97877E-11,-217.075
2.52649E-11,-215.075
8.07696E-12,-213.075
3.51828E-11,-211.075
9.68416E-12,-209.075
6.07192E-12,-207.075
4.36186E-11,-205.075
2.11886E-10,-203.075
6.60989E-11,-201.075
1.80851E-11,-200.975
3.06527E-11,-200.875
2.13512E-11,-200.775
3.41425E-11,-200.675
4.46761E-12,-200.575
3.49503E-11,-200.475
1.6404E-11,-200.375
3.47542E-11,-200.275
2.53778E-11,-200.175
2.02301E-11,-200.075
2.86003E-11,-199.975
3.34701E-11,-199.875
2.61623E-11,-199.775
1.00419E-11,-199.675
2.25475E-11,-199.575
3.63167E-11,-199.475
3.6014E-11,-199.375
2.88616E-11,-199.275
1.94864E-11,-199.175
2.50555E-11,-199.075
4.59494E-11,-198.975
3.12297E-11,-198.875
4.15273E-11,-198.775
1.81694E-11,-198.675
9.7869E-12,-198.575
2.90431E-11,-198.475
2.98533E-11,-198.375
4.95117E-11,-198.275
2.44096E-11,-198.175
1.59327E-11,-198.075
2.76121E-11,-197.975
2.40017E-11,-197.875
7.6785E-11,-197.775
5.62452E-11,-197.675
3.58878E-11,-197.575
4.87704E-11,-197.475
7.19749E-11,-197.375
3.84273E-11,-197.275
3.08225E-11,-197.175
5.88599E-11,-197.075
4.56533E-11,-196.975
2.88372E-11,-196.875
1.46052E-11,-196.775
2.39417E-11,-196.675
1.06128E-10,-196.575
9.78651E-11,-196.475
4.27095E-11,-196.375
8.00473E-11,-196.275
2.49418E-11,-196.175
8.78426E-11,-196.075
2.48155E-11,-195.975
2.89412E-11,-195.875
2.67912E-11,-195.775
1.8213E-10,-195.675
8.75639E-11,-195.575
5.12132E-10,-195.475
9.02929E-10,-195.375
2.23232E-09,-195.275
4.44382E-09,-195.175
1.17277E-08,-195.075
1.25704E-08,-194.975
3.81834E-09,-194.875
1.95836E-09,-194.775
6.39502E-10,-194.675
4.04671E-10,-194.575
3.13287E-10,-194.475
5.44735E-10,-194.375
1.50136E-10,-194.275
9.9539E-10,-194.175
7.49161E-10,-194.075
1.27051E-10,-193.975
3.45313E-10,-193.875
3.62555E-10,-193.775
1.43479E-10,-193.675
2.49888E-10,-193.575
2.3672E-10,-193.475
2.9277E-10,-193.375
1.36929E-10,-193.275
2.0922E-10,-193.175
1.903E-10,-193.075
1.58815E-11,-192.975
1.68801E-10,-192.875
1.53752E-10,-192.775
4.67256E-11,-192.675
2.94286E-11,-192.575
8.27749E-11,-192.475
4.52589E-11,-192.375
3.13828E-11,-192.275
1.29297E-10,-192.175
9.15417E-11,-192.075
2.73603E-11,-191.975
2.02242E-10,-191.875
9.42806E-11,-191.775
2.45937E-11,-191.675
2.08241E-11,-191.575
5.84702E-11,-191.475
2.53533E-11,-191.375
5.02537E-11,-191.275
4.70598E-11,-191.175
1.38104E-11,-191.075
3.10748E-11,-190.975
2.50556E-11,-190.875
5.72982E-11,-190.775
5.51602E-11,-190.675
2.75282E-11,-190.575
2.8007E-11,-190.475
2.76469E-11,-190.375
6.22394E-11,-190.275
2.43081E-11,-190.175
5.26121E-11,-190.075
1.90576E-11,-189.975
7.85313E-11,-189.875
2.27951E-11,-189.775
2.5034E-11,-189.675
3.37429E-11,-189.575
2.47829E-11,-189.475
2.57338E-11,-189.375
1.93034E-11,-189.275
2.78151E-11,-189.175
2.53938E-11,-189.075
1.68993E-11,-188.975
1.76289E-11,-188.875
1.85968E-11,-188.775
3.04516E-11,-188.675
1.1814E-11,-188.575
4.69002E-11,-188.475
2.37488E-11,-188.375
2.24389E-11,-188.275
4.11635E-11,-188.175
4.89122E-11,-188.075
4.63083E-11,-187.975
3.9376E-11,-187.875
1.10623E-11,-187.775
2.18581E-11,-187.675
3.73805E-11,-187.575
1.32345E-11,-187.475
1.13717E-11,-187.375
9.08179E-12,-187.275
1.72081E-11,-187.175
3.11964E-11,-187.075
4.91757E-12,-186.975
1.51106E-11,-186.875
1.93504E-11,-186.775
4.78382E-11,-186.675
1.05009E-11,-186.575
3.16555E-11,-186.475
2.99911E-11,-186.375
4.34926E-11,-186.275
3.22831E-11,-186.175
7.65753E-12,-186.075
7.82395E-12,-185.975
1.99313E-11,-185.875
1.17617E-11,-185.775
1.21184E-10,-185.675
1.81266E-11,-185.575
1.91931E-11,-185.475
3.75136E-11,-185.375
1.37892E-11,-185.275
2.87334E-11,-185.175
1.88053E-11,-185.075
1.20105E-11,-184.975
3.06778E-11,-184.875
2.77458E-11,-184.775
2.69609E-11,-184.675
1.87177E-11,-184.575
3.90604E-11,-184.475
2.40218E-11,-184.375
4.93505E-11,-184.275
3.16423E-11,-184.175
6.92482E-11,-184.075
4.98499E-11,-183.975
3.38101E-11,-183.875
2.98531E-11,-183.775
2.44005E-11,-183.675
3.54191E-11,-183.575
2.99629E-11,-183.475
3.39793E-11,-183.375
1.86608E-11,-183.275
4.25359E-12,-183.175
3.2231E-11,-183.075
2.09358E-11,-182.975
1.03812E-11,-182.875
3.52195E-11,-182.775
4.28235E-11,-182.675
5.72969E-12,-182.575
3.08142E-11,-182.475
1.55017E-11,-182.375
2.14005E-11,-182.275
1.56601E-11,-182.175
3.76143E-11,-182.075
8.34636E-12,-181.975
2.6272E-11,-181.875
7.62091E-12,-181.775
1.72711E-11,-181.675
6.95957E-12,-181.575
1.0192E-11,-181.475
3.37536E-11,-181.375
2.03873E-11,-181.275
1.33707E-11,-181.175
1.0182E-11,-181.075
1.38191E-11,-180.975
4.45996E-11,-180.875
1.16348E-11,-180.775
4.82338E-11,-180.675
7.39487E-12,-180.575
1.7918E-11,-180.475
3.00096E-11,-180.375
5.26402E-11,-180.275
5.07643E-11,-180.175
4.77316E-11,-180.075
4.38285E-11,-179.975
5.69634E-12,-179.875
2.5717E-11,-179.775
2.82407E-11,-179.675
1.83096E-11,-179.575
4.13577E-11,-179.475
5.64317E-12,-179.375
2.20392E-11,-179.275
9.35102E-12,-179.175
1.74832E-11,-179.075
6.87307E-12,-178.975
9.53087E-12,-178.875
3.67989E-11,-178.775
3.07441E-11,-178.675
9.55064E-12,-178.575
5.89174E-12,-178.475
2.52049E-11,-178.375
1.86816E-11,-178.275
1.60534E-11,-178.175
4.74987E-11,-178.075
1.34816E-11,-177.975
3.07906E-11,-177.875
1.82161E-11,-177.775
7.26858E-12,-177.675
1.66724E-11,-177.575
2.6084E-11,-177.475
4.72929E-11,-177.375
2.91587E-11,-177.275
4.40178E-11,-177.175
3.14425E-11,-177.075
3.29612E-11,-176.975
4.50573E-11,-176.875
1.71438E-11,-176.775
3.60704E-11,-176.675
2.15705E-11,-176.575
2.14007E-11,-176.475
8.45945E-12,-176.375
1.69176E-11,-176.275
4.34392E-11,-176.175
2.73631E-11,-176.075
1.1957E-11,-175.975
4.89281E-12,-175.875
2.55442E-11,-175.775
5.57022E-12,-175.675
2.62763E-11,-175.575
2.65081E-11,-175.475
4.25448E-11,-175.375
2.86134E-11,-175.275
1.41364E-11,-175.175
3.77602E-11,-175.075
2.38753E-11,-174.975
3.11705E-11,-174.875
2.19833E-11,-174.775
1.91017E-11,-174.675
2.50885E-11,-174.575
1.34004E-11,-174.475
5.08233E-12,-174.375
2.2552E-11,-174.275
2.26178E-11,-174.175
1.91438E-11,-174.075
1.12311E-10,-173.975
2.27282E-11,-173.875
2.2675E-11,-173.775
1.828E-11,-173.675
8.86856E-12,-173.575
1.09329E-11,-173.475
2.24345E-11,-173.375
2.04737E-11,-173.275
3.47951E-12,-173.175
3.64795E-11,-173.075
2.07913E-11,-172.975
3.08213E-11,-172.875
2.25215E-11,-172.775
4.66883E-11,-172.675
1.11444E-10,-172.575
5.85397E-11,-172.475
9.56382E-11,-172.375
8.46257E-12,-172.275
2.39785E-11,-172.175
9.47032E-12,-172.075
3.59543E-12,-171.975
4.49153E-11,-171.875
2.19434E-11,-171.775
2.81012E-11,-171.675
2.54146E-11,-171.575
3.44412E-11,-171.475
3.04483E-11,-171.375
3.65928E-11,-171.275
2.27081E-11,-171.175
2.6271E-11,-171.075
3.03352E-11,-170.975
1.09591E-11,-170.875
7.31454E-12,-170.775
2.047E-11,-170.675
1.94601E-11,-170.575
2.06399E-11,-170.475
2.00243E-11,-170.375
3.83386E-11,-170.275
1.68626E-11,-170.175
1.56183E-11,-170.075
4.76243E-12,-169.975
3.80594E-11,-169.875
3.98617E-11,-169.775
4.36788E-11,-169.675
6.33752E-12,-169.575
1.39432E-11,-169.475
4.69943E-12,-169.375
1.64666E-11,-169.275
3.50664E-11,-169.175
3.96456E-11,-169.075
1.36443E-11,-168.975
1.24623E-11,-168.875
1.47781E-11,-168.775
4.29839E-11,-168.675
3.33081E-11,-168.575
2.29274E-11,-168.475
2.06432E-11,-168.375
3.41458E-11,-168.275
2.13774E-11,-168.175
2.6495E-11,-168.075
7.94335E-12,-167.975
1.27718E-11,-167.875
3.96223E-11,-167.775
9.67741E-12,-167.675
1.23435E-11,-167.575
2.14079E-11,-167.475
3.68354E-11,-167.375
1.37999E-11,-167.275
1.09662E-11,-167.175
3.4271E-11,-167.075
4.07323E-11,-166.975
2.77059E-11,-166.875
3.24533E-11,-166.775
1.24357E-11,-166.675
4.61888E-11,-166.575
9.28697E-12,-166.475
1.71037E-11,-166.375
2.59161E-11,-166.275
4.5228E-11,-166.175
1.61411E-11,-166.075
2.03292E-11,-165.975
7.16334E-11,-165.875
9.23743E-12,-165.775
3.30819E-11,-165.675
1.65268E-11,-165.575
6.51394E-12,-165.475
1.87617E-11,-165.375
3.9436E-11,-165.275
1.66928E-11,-165.175
2.51351E-11,-165.075
9.26523E-12,-164.975
1.64201E-11,-164.875
2.3034E-11,-164.775
1.53058E-11,-164.675
3.08704E-11,-164.575
2.58291E-11,-164.475
2.17272E-11,-164.375
8.22633E-12,-164.275
1.09236E-11,-164.175
2.33867E-11,-164.075
1.31844E-11,-163.975
1.39478E-11,-163.875
1.16313E-11,-163.775
1.61873E-11,-163.675
2.21157E-11,-163.575
4.25667E-11,-163.475
1.45255E-11,-163.375
1.33041E-11,-163.275
1.1963E-11,-163.175
2.58601E-11,-163.075
3.25468E-11,-162.975
4.17829E-11,-162.875
3.81425E-11,-162.775
1.35687E-11,-162.675
2.83838E-11,-162.575
2.4587E-11,-162.475
2.60696E-11,-162.375
1.27353E-11,-162.275
2.6781E-11,-162.175
1.25455E-11,-162.075
1.42887E-11,-161.975
6.42673E-12,-161.875
1.82877E-11,-161.775
3.34909E-11,-161.675
1.79532E-11,-161.575
4.68309E-12,-161.475
1.34302E-11,-161.375
1.06868E-11,-161.275
2.56956E-11,-161.175
4.34409E-11,-161.075
3.23204E-11,-160.975
8.82853E-12,-160.875
3.74241E-11,-160.775
8.58563E-12,-160.675
1.63039E-11,-160.575
1.05642E-11,-160.475
4.84916E-11,-160.375
3.08038E-11,-160.275
4.67903E-11,-160.175
4.8104E-11,-160.075
2.6395E-11,-159.975
1.00495E-11,-159.875
3.79461E-11,-159.775
1.79329E-11,-159.675
8.6289E-12,-159.575
2.40748E-11,-159.475
1.30376E-11,-159.375
2.82445E-11,-159.275
5.52362E-12,-159.175
7.14901E-12,-159.075
9.12843E-12,-158.975
1.68158E-11,-158.875
1.37229E-11,-158.775
3.98781E-12,-158.675
9.02826E-12,-158.575
1.32287E-11,-158.475
1.07277E-11,-158.375
3.39995E-11,-158.275
1.40893E-11,-158.175
6.4242E-12,-158.075
2.28609E-11,-157.975
1.38341E-11,-157.875
1.42382E-11,-157.775
2.16555E-11,-157.675
2.34764E-11,-157.575
8.19002E-12,-157.475
3.31153E-11,-157.375
2.14607E-11,-157.275
1.05544E-11,-157.175
1.93533E-11,-157.075
3.98717E-11,-156.975
3.06579E-11,-156.875
2.38259E-11,-156.775
3.56109E-11,-156.675
2.01383E-11,-156.575
1.96225E-11,-156.475
4.74158E-11,-156.375
2.46296E-11,-156.275
1.88683E-11,-156.175
1.23191E-11,-156.075
1.62275E-11,-155.975
1.67583E-11,-155.875
1.14982E-11,-155.775
4.51745E-11,-155.675
4.82973E-11,-155.575
4.80643E-11,-155.475
2.36785E-11,-155.375
3.93066E-11,-155.275
